source,state,county,species_or_flock_type,flock_size,hpai_strain,outbreak_date,date_detected,date_collected,date_confirmed,woah_classification,sampling_method,submitting_agency
APHIS - HPAI Detections in Mammals,California,Butte,Bobcat,,EA/AM H5N1,,1/24/2023,12/27/2022,"","","",""
APHIS - HPAI Detections in Mammals,Wyoming,Hot Springs,Red fox,,EA/AM H5N1,,1/27/2023,1/8/2023,"","","",""
APHIS - HPAI Detections in Mammals,Oregon,Crook,Striped skunk,,EA H5N1,,2/1/2023,1/23/2023,"","","",""
APHIS - HPAI Detections in Mammals,Oregon,Crook,Striped skunk,,EA/AM H5N1,,2/1/2023,1/23/2023,"","","",""
APHIS - HPAI Detections in Mammals,North Carolina,Hyde,American black bear,,EA H5N1,,2/6/2023,12/26/2022,"","","",""
APHIS - HPAI Detections in Mammals,Colorado,Gunnison,Mountain lion,,EA/AM H5N1,,2/8/2023,1/17/2023,"","","",""
APHIS - HPAI Detections in Mammals,Colorado,Huerfano,American black bear,,EA/AM H5N1,,2/8/2023,1/9/2023,"","","",""
APHIS - HPAI Detections in Mammals,Colorado,Gunnison,Mountain lion,,EA/AM H5N1,,2/10/2023,2/2/2023,"","","",""
APHIS - HPAI Detections in Mammals,Colorado,Boulder,Mountain lion,,EA/AM H5N1,,2/10/2023,1/25/2023,"","","",""
APHIS - HPAI Detections in Mammals,Colorado,Pueblo,Red fox,,EA/AM H5N1,,2/10/2023,1/24/2023,"","","",""
APHIS - HPAI Detections in Mammals,Colorado,Alamosa,Red fox,,EA/AM H5N1,,2/10/2023,12/27/2022,"","","",""
APHIS - HPAI Detections in Mammals,Colorado,El Paso,Bobcat,,EA H5N1,,2/14/2023,2/7/2023,"","","",""
APHIS - HPAI Detections in Mammals,Kansas,Rawlins,Striped skunk,,EA/AM H5N1,,2/14/2023,1/27/2023,"","","",""
APHIS - HPAI Detections in Mammals,Montana,Sanders,Raccoon,,EA H5N1,,2/22/2023,2/9/2023,"","","",""
APHIS - HPAI Detections in Mammals,Colorado,Grand,Mountain lion,,EA/AM H5N1,,2/23/2023,2/14/2023,"","","",""
APHIS - HPAI Detections in Mammals,Colorado,Jefferson,Bobcat,,EA/AM H5N1,,2/23/2023,2/14/2023,"","","",""
APHIS - HPAI Detections in Mammals,Wyoming,Big Horn,Mountain lion,,EA/AM H5N1,,2/23/2023,2/3/2023,"","","",""
APHIS - HPAI Detections in Mammals,Colorado,Larimer,Striped skunk,,EA/AM H5N1,,2/28/2023,2/21/2023,"","","",""
APHIS - HPAI Detections in Mammals,Colorado,Larimer,Striped skunk,,EA/AM H5N1,,2/28/2023,2/21/2023,"","","",""
APHIS - HPAI Detections in Mammals,Colorado,Larimer,Striped skunk,,EA H5N1,,2/28/2023,2/21/2023,"","","",""
APHIS - HPAI Detections in Mammals,Wisconsin,Winnebago,North American river otter,,EA/AM H5N1,,2/28/2023,11/1/2022,"","","",""
APHIS - HPAI Detections in Mammals,Wyoming,Natrona,Mountain lion,,EA/AM H5N1,,2/28/2023,2/3/2023,"","","",""
APHIS - HPAI Detections in Mammals,Colorado,Larimer,Striped skunk,,EA H5N1,,3/2/2023,2/21/2023,"","","",""
APHIS - HPAI Detections in Mammals,New York,Tompkins,Striped skunk,,EA/AM H5N1,,3/2/2023,2/20/2023,"","","",""
APHIS - HPAI Detections in Mammals,Utah,Salt Lake,Mountain lion,,EA H5N1,,3/2/2023,2/9/2023,"","","",""
APHIS - HPAI Detections in Mammals,Wyoming,Big Horn,Mountain lion,,EA/AM H5N1,,3/3/2023,2/3/2023,"","","",""
APHIS - HPAI Detections in Mammals,Kansas,Lincoln,Striped skunk,,EA/AM H5N1,,3/8/2023,2/24/2023,"","","",""
APHIS - HPAI Detections in Mammals,Montana,Lake,Raccoon,,EA/AM H5N1,,3/8/2023,2/28/2023,"","","",""
APHIS - HPAI Detections in Mammals,Montana,Custer,Striped skunk,,EA/AM H5N1,,3/13/2023,2/28/2023,"","","",""
APHIS - HPAI Detections in Mammals,Montana,Custer,Striped skunk,,EA/AM H5N1,,3/13/2023,2/28/2023,"","","",""
APHIS - HPAI Detections in Mammals,Colorado,Larimer,Striped skunk,,EA H5N1,,3/15/2023,3/2/2023,"","","",""
APHIS - HPAI Detections in Mammals,Texas,Carson,Striped skunk,,EA/AM H5N1,,3/15/2023,3/6/2023,"","","",""
APHIS - HPAI Detections in Mammals,Montana,Park,Striped skunk,,EA H5N1,,3/17/2023,3/14/2023,"","","",""
APHIS - HPAI Detections in Mammals,Alaska,Matanuska-Sustina,Red fox,,EA H5N1,,3/21/2023,3/17/2023,"","","",""
APHIS - HPAI Detections in Mammals,California,Mono,Mountain lion,,EA/AM H5N1,,3/21/2023,3/14/2023,"","","",""
APHIS - HPAI Detections in Mammals,California,Mono,Mountain lion,,EA/AM H5N1,,3/21/2023,3/14/2023,"","","",""
APHIS - HPAI Detections in Mammals,Montana,Gallatin,Striped skunk,,EA/AM H5N1,,3/23/2023,3/17/2023,"","","",""
APHIS - HPAI Detections in Mammals,Oregon,Douglas,American marten,,EA H5N1,,3/27/2023,3/7/2023,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Valencia,Striped skunk,,EA/AM H5N1,,3/31/2023,2/1/2023,"","","",""
APHIS - HPAI Detections in Mammals,Colorado,Chaffee,Striped skunk,,EA H5N1,,4/4/2023,3/23/2023,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,San Juan,Striped skunk,,EA/AM H5N1,,4/4/2023,3/10/2023,"","","",""
APHIS - HPAI Detections in Mammals,Wyoming,Teton,Mountain lion,,EA H5N1,,4/4/2023,3/27/2023,"","","",""
APHIS - HPAI Detections in Mammals,Colorado,Boulder,Red fox,,EA H5N1,,4/7/2023,3/30/2023,"","","",""
APHIS - HPAI Detections in Mammals,Colorado,Boulder,Red fox,,EA H5N1,,4/7/2023,3/30/2023,"","","",""
APHIS - HPAI Detections in Mammals,Pennsylvania,Huntingdon,Red fox,,EA/AM H5N1,,4/10/2023,4/1/2023,"","","",""
APHIS - HPAI Detections in Mammals,Pennsylvania,Huntingdon,Red fox,,EA/AM H5N1,,4/10/2023,4/1/2023,"","","",""
APHIS - HPAI Detections in Mammals,Pennsylvania,Huntingdon,Red fox,,EA/AM H5N1,,4/10/2023,4/1/2023,"","","",""
APHIS - HPAI Detections in Mammals,Minnesota,Hennepin,Red fox,,EA H5N1,,4/11/2023,4/6/2023,"","","",""
APHIS - HPAI Detections in Mammals,New York,Tompkins,Red fox,,EA/AM H5N1,,4/11/2023,4/6/2023,"","","",""
APHIS - HPAI Detections in Mammals,New York,Tompkins,Red fox,,EA/AM H5N1,,4/13/2023,4/10/2023,"","","",""
APHIS - HPAI Detections in Mammals,New York,Cattaraugus,Red fox,,EA/AM H5N1,,4/13/2023,4/10/2023,"","","",""
APHIS - HPAI Detections in Mammals,Wisconsin,Dane,Red fox,,EA/AM H5N1,,4/13/2023,4/5/2023,"","","",""
APHIS - HPAI Detections in Mammals,California,Modoc,Mountain lion,,EA/AM H5N1,,4/14/2023,3/28/2023,"","","",""
APHIS - HPAI Detections in Mammals,California,Modoc,Mountain lion,,EA/AM H5N1,,4/14/2023,3/28/2023,"","","",""
APHIS - HPAI Detections in Mammals,California,Modoc,Mountain lion,,EA/AM H5N1,,4/14/2023,3/28/2023,"","","",""
APHIS - HPAI Detections in Mammals,Montana,Madison,Mountain lion,,EA/AM H5N1,,4/20/2023,4/14/2023,"","","",""
APHIS - HPAI Detections in Mammals,Montana,Rosebud,Striped skunk,,EA/AM H5N1,,4/20/2023,4/13/2023,"","","",""
APHIS - HPAI Detections in Mammals,New York,Tompkins,Virginia opossum,,EA/AM H5N1,,4/24/2023,4/19/2023,"","","",""
APHIS - HPAI Detections in Mammals,New York,Tompkins,Red fox,,EA/AM H5N1,,4/25/2023,4/17/2023,"","","",""
APHIS - HPAI Detections in Mammals,New York,Monroe,Red fox,,EA H5N1,,4/25/2023,4/13/2023,"","","",""
APHIS - HPAI Detections in Mammals,New York,Wayne,Red fox,,EA/AM H5N1,,4/25/2023,4/13/2023,"","","",""
APHIS - HPAI Detections in Mammals,Rhode Island,Washington,Red Fox,,EA/AM H5N1,,5/2/2023,4/23/2023,"","","",""
APHIS - HPAI Detections in Mammals,Nebraska,Rock,Mountain lion,,EA/AM H5N1,,5/3/2023,4/27/2023,"","","",""
APHIS - HPAI Detections in Mammals,Wyoming,Goshen,Mountain lion,,EA H5N1,,5/5/2023,4/3/2023,"","","",""
APHIS - HPAI Detections in Mammals,California,Butte,Mountain lion,,EA/AM H5N1,,5/8/2023,2/14/2023,"","","",""
APHIS - HPAI Detections in Mammals,New York,Cayuga,Red fox,,EA/AM H5N1,,5/9/2023,5/3/2023,"","","",""
APHIS - HPAI Detections in Mammals,Colorado,Routt,Striped skunk,,EA/AM H5N1,,5/11/2023,5/2/2023,"","","",""
APHIS - HPAI Detections in Mammals,Maine,York,Red Fox,,EA/AM H5N1,,5/15/2023,5/2/2023,"","","",""
APHIS - HPAI Detections in Mammals,Oregon,Wallowa,Red Fox,,EA/AM H5N1,,5/15/2023,4/27/2023,"","","",""
APHIS - HPAI Detections in Mammals,New York,Wayne,Red Fox,,EA/AM H5N1,,5/16/2023,5/9/2023,"","","",""
APHIS - HPAI Detections in Mammals,Pennsylvania,Northampton,Red Fox,,EA/AM H5N1,,5/16/2023,4/28/2023,"","","",""
APHIS - HPAI Detections in Mammals,Utah,Salt Lake,Mountain lion,,EA/AM H5N1,,5/17/2023,3/10/2023,"","","",""
APHIS - HPAI Detections in Mammals,California,El Dorado,Raccoon,,EA/AM H5N1,,5/18/2023,5/8/2023,"","","",""
APHIS - HPAI Detections in Mammals,New York,Erie,Red fox,,EA/AM H5N1,,5/19/2023,5/12/2023,"","","",""
APHIS - HPAI Detections in Mammals,California,Mariposa,Fisher,,EA/AM H5N1,,5/23/2023,4/27/2023,"","","",""
APHIS - HPAI Detections in Mammals,Minnesota,Cass,American black bear,,EA/AM H5N1,,5/23/2023,5/1/2023,"","","",""
APHIS - HPAI Detections in Mammals,California,El Dorado,Raccoon,,EA/AM H5N1,,6/2/2023,5/12/2023,"","","",""
APHIS - HPAI Detections in Mammals,California,El Dorado,Raccoon,,EA/AM H5N1,,6/2/2023,5/4/2023,"","","",""
APHIS - HPAI Detections in Mammals,California,El Dorado,Raccoon,,EA/AM H5N1,,6/2/2023,5/4/2023,"","","",""
APHIS - HPAI Detections in Mammals,California,Trinity,Fisher,,EA H5N1,,6/2/2023,3/3/2023,"","","",""
APHIS - HPAI Detections in Mammals,Maine,York,Red fox,,EA/AM H5N1,,6/9/2023,5/23/2023,"","","",""
APHIS - HPAI Detections in Mammals,Michigan,Alpena,Red fox,,EA H5N1,,6/12/2023,6/1/2023,"","","",""
APHIS - HPAI Detections in Mammals,Pennsylvania,Huntingdon,Red fox,,EA/AM H5N1,,6/30/2023,5/7/2023,"","","",""
APHIS - HPAI Detections in Mammals,Pennsylvania,Huntingdon,Red fox,,EA/AM H5N1,,7/17/2023,5/7/2023,"","","",""
APHIS - HPAI Detections in Mammals,Montana,Mineral,Mountain lion,,EA/AM H5N1,,8/4/2023,4/25/2023,"","","",""
APHIS - HPAI Detections in Mammals,Washington,Jefferson,Harbor seal,,EA/AM H5N1,,9/5/2023,8/27/2023,"","","",""
APHIS - HPAI Detections in Mammals,Washington,Jefferson,Harbor seal,,EA/AM H5N1,,9/5/2023,8/25/2023,"","","",""
APHIS - HPAI Detections in Mammals,Washington,Jefferson,Harbor seal,,EA/AM H5N1,,9/5/2023,8/19/2023,"","","",""
APHIS - HPAI Detections in Mammals,Washington,Jefferson,Harbor seal,,EA/AM H5N1,,9/15/2023,8/13/2023,"","","",""
APHIS - HPAI Detections in Mammals,Washington,Jefferson,Harbor seal,,EA H5N1,,9/19/2023,8/31/2023,"","","",""
APHIS - HPAI Detections in Mammals,Alaska,North Slope,Polar bear,,EA H5N1,,12/6/2023,10/1/2023,"","","",""
APHIS - HPAI Detections in Mammals,Arizona,Navajo,Abert's squirrel,,EA/AM H5N1,,12/13/2023,8/26/2023,"","","",""
APHIS - HPAI Detections in Mammals,Kentucky,Taylor,Raccoon,,EA H5N1,,1/25/2024,12/27/2023,"","","",""
APHIS - HPAI Detections in Mammals,Montana,Granite,Mountain lion,,EA H5N1,,2/27/2024,1/30/2024,"","","",""
APHIS - HPAI Detections in Mammals,Washington,Stevens,Striped skunk,,EA H5N1,,3/4/2024,2/23/2024,"","","",""
APHIS - HPAI Detections in Mammals,Washington,Stevens,Striped skunk,,EA H5N1,,3/4/2024,2/23/2024,"","","",""
APHIS - HPAI Detections in Mammals,Washington,Stevens,Striped skunk,,EA H5N1,,3/4/2024,2/23/2024,"","","",""
APHIS - HPAI Detections in Mammals,Idaho,Ada,Striped skunk,,EA/AM H5N1,,3/13/2024,12/22/2023,"","","",""
APHIS - HPAI Detections in Mammals,Washington,King,Bobcat,,EA H5N1,,3/19/2024,12/1/2023,"","","",""
APHIS - HPAI Detections in Mammals,Texas,Hale,Domestic cat,,EA/AM H5N1,,3/25/2024,3/22/2024,"","","",""
APHIS - HPAI Detections in Mammals,Texas,Hale,Domestic cat,,EA/AM H5N1,,3/25/2024,3/22/2024,"","","",""
APHIS - HPAI Detections in Mammals,Texas,Hartley,Domestic cat,,EA/AM H5N1,,3/25/2024,3/20/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Curry,Domestic cat,,EA/AM H5N1,,4/1/2024,3/20/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Curry,Domestic cat,,EA/AM H5N1,,4/1/2024,3/20/2024,"","","",""
APHIS - HPAI Detections in Mammals,Kentucky,Bourbon,American mink,,EA H5N1,,4/3/2024,3/11/2024,"","","",""
APHIS - HPAI Detections in Mammals,Missouri,Jackson,Red fox,,EA H5N1,,4/3/2024,1/16/2024,"","","",""
APHIS - HPAI Detections in Mammals,New York,Greene,Raccoon,,EA H5N1,,4/3/2024,3/6/2024,"","","",""
APHIS - HPAI Detections in Mammals,Vermont,Addison,Bobcat,,EA H5N1,,4/12/2024,1/31/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Curry,Domestic cat,,EA H5N1,,4/15/2024,3/19/2024,"","","",""
APHIS - HPAI Detections in Mammals,Ohio,Wood,Domestic cat,,EA H5N1,,4/15/2024,4/9/2024,"","","",""
APHIS - HPAI Detections in Mammals,Oklahoma,Harmon,Domestic cat,,EA/AM H5N1,,4/17/2024,3/20/2024,"","","",""
APHIS - HPAI Detections in Mammals,California,Sacramento,Skunk (unidentified),,EA H5N1,,4/19/2024,1/17/2024,"","","",""
APHIS - HPAI Detections in Mammals,Michigan,Isabella,Domestic cat,,EA H5N1,,4/24/2024,4/19/2024,"","","",""
APHIS - HPAI Detections in Mammals,Michigan,Ionia,Virginia opossum,,EA H5N1,,4/26/2024,4/22/2024,"","","",""
APHIS - HPAI Detections in Mammals,Michigan,Ionia,Virginia opossum,,EA/AM H5N1,,4/26/2024,4/21/2024,"","","",""
APHIS - HPAI Detections in Mammals,Montana,Yellowstone,Domestic cat,,EA/AM H5N1,,4/26/2024,3/19/2024,"","","",""
APHIS - HPAI Detections in Mammals,New York,Chenango,Bobcat,,EA/AM H5N1,,4/26/2024,3/18/2024,"","","",""
APHIS - HPAI Detections in Mammals,South Dakota,Campbell,Domestic cat,,EA/AM H5N1,,4/30/2024,4/19/2024,"","","",""
APHIS - HPAI Detections in Mammals,South Dakota,Campbell,Domestic cat,,EA/AM H5N1,,4/30/2024,4/19/2024,"","","",""
APHIS - HPAI Detections in Mammals,Michigan,Ionia,Domestic cat,,EA/AM H5N1,,5/2/2024,4/25/2024,"","","",""
APHIS - HPAI Detections in Mammals,Michigan,Ionia,Red fox,,EA H5N1,,5/3/2024,4/24/2024,"","","",""
APHIS - HPAI Detections in Mammals,Michigan,Ionia,Red fox,,EA H5N1,,5/3/2024,4/24/2024,"","","",""
APHIS - HPAI Detections in Mammals,Michigan,Ionia,Red fox,,EA H5N1,,5/3/2024,4/24/2024,"","","",""
APHIS - HPAI Detections in Mammals,Michigan,Ionia,Red fox,,EA H5N1,,5/3/2024,4/24/2024,"","","",""
APHIS - HPAI Detections in Mammals,Michigan,Ionia,Red fox,,EA H5N1,,5/3/2024,4/24/2024,"","","",""
APHIS - HPAI Detections in Mammals,New York,Onondaga,Red fox,,EA/AM H5N1,,5/3/2024,4/29/2024,"","","",""
APHIS - HPAI Detections in Mammals,Michigan,Ottawa,Domestic cat,,EA/AM H5N1,,5/17/2024,4/19/2024,"","","",""
APHIS - HPAI Detections in Mammals,Michigan,Ottawa,Domestic cat,,EA/AM H5N1,,5/17/2024,4/19/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Curry,Domestic cat,,EA/AM H5N1,,5/17/2024,4/17/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Curry,Domestic cat,,EA/AM H5N1,,5/17/2024,4/17/2024,"","","",""
APHIS - HPAI Detections in Mammals,Colorado,Washington,Raccoon,,EA H5N1,,5/21/2024,5/11/2024,"","","",""
APHIS - HPAI Detections in Mammals,Michigan,Clinton,Domestic cat,,EA H5N1,,5/23/2024,5/17/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/24/2024,5/8/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/24/2024,5/8/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/24/2024,5/8/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/24/2024,5/8/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/24/2024,5/8/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/24/2024,5/8/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/24/2024,5/9/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/24/2024,5/9/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/24/2024,5/9/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/24/2024,5/7/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/12/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/12/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/12/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/12/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/12/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/12/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/12/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/12/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/12/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/12/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/11/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/11/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/11/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/11/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/11/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/11/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/11/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/11/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/11/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/11/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/11/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/11/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/11/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/10/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/10/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/10/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/10/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/10/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/10/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/10/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/10/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/10/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/10/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/10/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/14/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/14/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/14/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/14/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/14/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/14/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/14/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/14/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/14/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/14/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/14/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/14/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/14/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/14/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/14/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/14/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/14/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/14/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,5/31/2024,5/14/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,Red fox,,EA/AM H5N1,,6/3/2024,5/6/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,6/3/2024,5/7/2024,"","","",""
APHIS - HPAI Detections in Mammals,Idaho,Jerome,Domestic cat,,EA H5N1,,6/3/2024,5/23/2024,"","","",""
APHIS - HPAI Detections in Mammals,Michigan,Clinton,Domestic cat,,EA H5N1,,6/3/2024,5/23/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,House mouse,,EA H5N1,,6/5/2024,5/6/2024,"","","",""
APHIS - HPAI Detections in Mammals,Colorado,Morgan,Domestic cat,,EA H5N1,,6/6/2024,5/25/2024,"","","",""
APHIS - HPAI Detections in Mammals,Michigan,Isabella,Raccoon,,EA/AM H5N1,,5/28/2024,4/22/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Curry,Raccoon,,EA/AM H5N1,,5/8/2024,3/23/2024,"","","",""
APHIS - HPAI Detections in Mammals,Texas,Hartley,Domestic cat,,EA/AM H5N1,,3/25/2024,3/20/2024,"","","",""
APHIS - HPAI Detections in Mammals,Texas,Hartley,Domestic cat,,EA/AM H5N1,,5/7/2024,3/19/2024,"","","",""
APHIS - HPAI Detections in Mammals,Texas,Hartley,Domestic cat,,EA/AM H5N1,,5/7/2024,3/19/2024,"","","",""
APHIS - HPAI Detections in Mammals,Texas,Hartley,Domestic cat,,EA/AM H5N1,,5/7/2024,3/19/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Roosevelt,Striped skunk,,EA H5N1,,5/21/2024,5/5/2024,"","","",""
APHIS - HPAI Detections in Mammals,Minnesota,Washington,Red fox,,EA H5N1,,6/21/2024,5/2/2024,"","","",""
APHIS - HPAI Detections in Mammals,Minnesota,Kandiyohi,Domestic cat,,EA H5N1,,6/21/2024,6/18/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Curry,Domestic cat,,EA H5N1,,4/15/2024,4/9/2024,"","","",""
APHIS - HPAI Detections in Mammals,New Mexico,Curry,Domestic cat,,EA H5N1,,4/15/2024,3/19/2024,"","","",""
APHIS - HPAI Detections in Mammals,Michigan,Ionia,Domestic cat,,EA/AM H5N1,,6/4/2024,5/20/2024,"","","",""
APHIS - HPAI Detections in Mammals,Colorado,Adams,Domestic cat,,EA H5N1,,6/24/2024,5/30/2024,"","","",""
